gameid	 time	 roundNum	 trialType	 extra	 clickedObjName	 clickedObjTrialType 	clickedObjCondition	 clickedObjTargetStatus	 clickedObjSpeakerLocs	 clickedObjListenerLocs	 alt1Name	 alt1TrialType	 alt1Condition	 alt1TargetStatus	 alt1SpeakerLocs	 alt1ListenerLocs	 alt2Name	 alt2TrialType	 alt2Condition	 alt2TargetStatus	 alt2SpeakerLocs	 alt2ListenerLocs	 alt3Name	 alt3TrialType	 alt3Condition	 alt3TargetStatus	 alt3SpeakerLocs	 alt3ListenerLocs	numMessages	numSMessages	numLMessages	speakerMessages	listenerMessages	messageTimeStamps
5051-7	1620239265402	56	clickedObj		dress_small_blue	overinformativeness	size_sufficient	distractor	3	2	dress_big_green	overinformativeness	size_sufficient	target	2	4	dress_small_green	overinformativeness	size_sufficient	distractor	4	3	dress_small_green	overinformativeness	size_sufficient	distractor	1	1	1	1	0	BEARD WITHOUT GLASS		1620239261543
5051-7	1620239274353	57	clickedObj		car_small_green	overinformativeness	size_sufficient	distractor	4	4	car_big_blue	overinformativeness	size_sufficient	target	2	1	car_small_blue	overinformativeness	size_sufficient	distractor	1	2	car_small_blue	overinformativeness	size_sufficient	distractor	3	3	1	1	0	GREEN		1620239271629
5051-7	1620239288594	58	clickedObj		key_small_gold	overinformativeness	size_sufficient	target	3	1	key_big_gold	overinformativeness	size_sufficient	distractor	2	3	key_big_gold	overinformativeness	size_sufficient	distractor	1	2	key_big_silver	overinformativeness	size_sufficient	distractor	4	4	1	1	0	SMALL KEY		1620239285358
5051-7	1620239303197	59	clickedObj		baloon_small_yellow	overinformativeness	size_sufficient	target	4	3	balloon_big_yellow	overinformativeness	size_sufficient	distractor	2	1	balloon_big_yellow	overinformativeness	size_sufficient	distractor	1	2	balloon_big_pink	overinformativeness	size_sufficient	distractor	3	4	1	1	0	EMPTY		1620239300269
5051-7	1620239313658	60	clickedObj		pepper_big_red	overinformativeness	color_sufficient	target	1	4	pepper_small_green	overinformativeness	color_sufficient	distractor	3	2	pepper_big_green	overinformativeness	color_sufficient	distractor	4	3	pepper_big_green	overinformativeness	color_sufficient	distractor	2	1	1	1	0	RED		1620239311788
9279-7	1620230232665	1	clickedObj		tomato	filler	none	target	2	1	pig	filler	none	distractor	4	3	horse	filler	none	distractor	3	4	fish	filler	none	distractor	1	2	3	2	1	hello___the target is red	hi	1620230216591___1620230221288___1620230228822
9279-7	1620230246710	2	clickedObj		elephant	filler	none	target	3	2	bowl	filler	none	distractor	2	4	guitar	filler	none	distractor	4	1	banana	filler	none	distractor	1	3	2	1	1	the target is an animal	time is low pls  spped	1620230242211___1620230244806
9279-7	1620230255116	3	clickedObj		butterfly	filler	none	target	4	3	dog	filler	none	distractor	1	4	strawberry	filler	none	distractor	2	1	chick	filler	none	distractor	3	2	1	1	0	the target flies		1620230253136
9279-7	1620230270072	4	clickedObj		pig	filler	none	distractor	1	4	horse	filler	none	target	2	3	tomato	filler	none	distractor	4	1	fish	filler	none	distractor	3	2	1	1	0	the target is ridden by cowboys		1620230266137
9279-7	1620230277751	5	clickedObj		strawberry	filler	none	target	4	2	butterfly	filler	none	distractor	1	1	dog	filler	none	distractor	2	4	chick	filler	none	distractor	3	3	1	1	0	the target is fruit		1620230274680
9279-7	1620230288634	6	clickedObj		cow	filler	none	target	1	4	carrot	filler	none	distractor	4	2	pitcher	filler	none	distractor	2	1	door	filler	none	distractor	3	3	1	1	0	the target provides milk		1620230285662
9279-7	1620230295707	7	clickedObj		pig	filler	none	target	3	1	fish	filler	none	distractor	2	4	tomato	filler	none	distractor	1	2	horse	filler	none	distractor	4	3	1	1	0	the target is bacon		1620230292891
9279-7	1620230307734	8	clickedObj		hair_curly_blonde	adjective_ordering	none	distractor	2	3	hair_straight_blond	adjective_ordering	none	distractor	1	4	hair_curly_brown	adjective_ordering	none	target	3	1	hair_straight_brown	adjective_ordering	none	distractor	4	2	1	1	0	the target is curly and brown		1620230304164
9279-7	1620230315954	9	clickedObj		picture_bw_square	adjective_ordering	none	distractor	2	3	picture_bw_rectangular	adjective_ordering	none	distractor	3	1	picture_colored_rectangular	adjective_ordering	none	target	1	2	picture_colored_square	adjective_ordering	none	distractor	4	4	1	1	0	the target is landscape and color		1620230313749
9279-7	1620230331174	10	clickedObj		bottle_plastic_big	adjective_ordering	none	target	3	4	bottle_plastic_small	adjective_ordering	none	distractor	2	3	bottle_glass_big	adjective_ordering	none	distractor	1	2	bottle_glass_small	adjective_ordering	none	distractor	4	1	1	1	0	the target is big and plastic		1620230329684
9279-7	1620230338181	11	clickedObj		knife_small_red	overinformativeness	size_sufficient	target	4	3	knife_big_blue	overinformativeness	size_sufficient	distractor	3	2	knife_big_red	overinformativeness	size_sufficient	distractor	1	4	knife_big_red	overinformativeness	size_sufficient	distractor	2	1	1	1	0	the target is small and red		1620230336085
9279-7	1620230347352	12	clickedObj		cat_big_white	overinformativeness	size_sufficient	target	1	3	cat_small_white	overinformativeness	size_sufficient	distractor	4	4	cat_small_black	overinformativeness	size_sufficient	distractor	3	1	cat_small_white	overinformativeness	size_sufficient	distractor	2	2	1	1	0	the target is the biggest		1620230345470
9279-7	1620230353036	13	clickedObj		scissors_small_green	overinformativeness	color_sufficient	target	1	3	scissors_small_blue	overinformativeness	color_sufficient	distractor	2	4	scissors_big_blue	overinformativeness	color_sufficient	distractor	4	1	scissors_small_blue	overinformativeness	color_sufficient	distractor	3	2	1	1	0	the target is green		1620230351820
9279-7	1620230358081	14	clickedObj		lock_small_silver	overinformativeness	color_sufficient	target	1	1	lock_small_gold	overinformativeness	color_sufficient	distractor	4	2	lock_big_gold	overinformativeness	color_sufficient	distractor	3	3	lock_small_gold	overinformativeness	color_sufficient	distractor	2	4	1	1	0	the target is silver		1620230356091
9279-7	1620230362227	15	clickedObj		pepper_small_red	overinformativeness	color_sufficient	target	4	1	pepper_small_green	overinformativeness	color_sufficient	distractor	1	2	pepper_small_green	overinformativeness	color_sufficient	distractor	2	3	pepper_big_green	overinformativeness	color_sufficient	distractor	3	4	1	1	0	the target is red		1620230360887
9279-7	1620230367768	16	clickedObj		tshirt_big_yellow	overinformativeness	color_sufficient	distractor	3	2	tshirt_big_orange	overinformativeness	color_sufficient	target	4	1	tshirt_small_yellow	overinformativeness	color_sufficient	distractor	1	4	tshirt_big_yellow	overinformativeness	color_sufficient	distractor	2	3	1	1	0	orange		1620230366380
9279-7	1620230374631	17	clickedObj		frog_spotted_green	adjective_ordering	none	target	1	3	frog_striped_red	adjective_ordering	none	distractor	2	1	frog_spotted_red	adjective_ordering	none	distractor	3	2	frog_striped_green	adjective_ordering	none	distractor	4	4	2	2	0	green with dors___dots		1620230372216___1620230373750
9279-7	1620230379673	18	clickedObj		toothbrush_big_green	overinformativeness	color_sufficient	target	1	1	toothbrush_big_purple	overinformativeness	color_sufficient	distractor	3	2	toothbrush_big_purple	overinformativeness	color_sufficient	distractor	2	3	toothbrush_small_purple	overinformativeness	color_sufficient	distractor	4	4	1	1	0	green		1620230377679
9279-7	1620230384287	19	clickedObj		show_small_yellow	overinformativeness	color_sufficient	target	1	3	shoe_small_pink	overinformativeness	color_sufficient	distractor	4	2	shoe_small_pink	overinformativeness	color_sufficient	distractor	2	1	shoe_big_pink	overinformativeness	color_sufficient	distractor	3	4	1	1	0	orange		1620230382884
9279-7	1620230390563	20	clickedObj		pants_big_pink	overinformativeness	color_sufficient	target	4	1	pants_big_green	overinformativeness	color_sufficient	distractor	3	4	pants_big_green	overinformativeness	color_sufficient	distractor	2	2	pants_small_green	overinformativeness	color_sufficient	distractor	1	3	1	1	0	pink		1620230387416
9279-7	1620230396841	21	clickedObj		car_small_green	overinformativeness	size_sufficient	target	1	1	car_big_green	overinformativeness	size_sufficient	distractor	4	3	car_big_green	overinformativeness	size_sufficient	distractor	3	4	car_big_blue	overinformativeness	size_sufficient	distractor	2	2	1	1	0	smallest		1620230395235
9279-7	1620230406997	22	clickedObj		nails_black_matte	adjective_ordering	none	target	1	4	nails_black_glossy	adjective_ordering	none	distractor	3	1	nails_red_glossy	adjective_ordering	none	distractor	4	3	nails_red_matte	adjective_ordering	none	distractor	2	2	1	1	0	black and matte		1620230404576
9279-7	1620230419047	23	clickedObj		man_young_cleanshaven	adjective_ordering	none	distractor	1	2	man_old_bearded	adjective_ordering	none	target	2	1	man_young_bearded	adjective_ordering	none	distractor	4	4	man_old_cleanshaven	adjective_ordering	none	distractor	3	3	1	1	0	brown and looking left		1620230415608
9279-7	1620230424070	24	clickedObj		tie_small_red	overinformativeness	color_sufficient	target	1	4	tie_big_blue	overinformativeness	color_sufficient	distractor	2	1	tie_small_blue	overinformativeness	color_sufficient	distractor	3	2	tie_small_blue	overinformativeness	color_sufficient	distractor	4	3	1	1	0	red		1620230422442
9279-7	1620230429709	25	clickedObj		door	filler	none	target	1	4	pitcher	filler	none	distractor	4	2	carrot	filler	none	distractor	2	1	cow	filler	none	distractor	3	3	1	1	0	door		1620230427614
9279-7	1620230434747	26	clickedObj		bag_big_blue	overinformativeness	size_sufficient	target	1	1	bag_small_blue	overinformativeness	size_sufficient	distractor	2	3	bag_small_blue	overinformativeness	size_sufficient	distractor	4	4	bag_small_red	overinformativeness	size_sufficient	distractor	3	2	1	1	0	biggest		1620230433110
9279-7	1620230440041	27	clickedObj		dog	filler	none	target	4	3	strawberry	filler	none	distractor	2	4	chick	filler	none	distractor	1	1	butterfly	filler	none	distractor	3	2	1	1	0	dog		1620230437900
9279-7	1620230445639	28	clickedObj		chair_big_blue	overinformativeness	size_sufficient	target	1	4	chair_small_yellow	overinformativeness	size_sufficient	distractor	2	2	chair_small_blue	overinformativeness	size_sufficient	distractor	4	1	chair_small_blue	overinformativeness	size_sufficient	distractor	3	3	1	1	0	biggest chair		1620230443999
9279-7	1620230452233	29	clickedObj		key_big_gold	overinformativeness	size_sufficient	target	4	2	key_small_gold	overinformativeness	size_sufficient	distractor	3	3	key_small_gold	overinformativeness	size_sufficient	distractor	1	4	key_small_silver	overinformativeness	size_sufficient	distractor	2	1	1	1	0	biggest key		1620230449181
9279-7	1620230459505	30	clickedObj		guitar	filler	none	target	2	2	banana	filler	none	distractor	4	4	elephant	filler	none	distractor	1	3	bowl	filler	none	distractor	3	1	1	1	0	musical		1620230458046
9279-7	1620230464470	31	clickedObj		carrot	filler	none	target	3	3	door	filler	none	distractor	2	4	pitcher	filler	none	distractor	4	2	cow	filler	none	distractor	1	1	1	1	0	orange		1620230462734
9279-7	1620230472635	32	clickedObj		box_closed_wood	adjective_ordering	none	target	2	2	box_open_wood	adjective_ordering	none	distractor	4	4	box_closed_cardboard	adjective_ordering	none	distractor	1	1	box_open_cardboard	adjective_ordering	none	distractor	3	3	1	1	0	lid closed crate		1620230470375
9279-7	1620230481499	33	clickedObj		chick	filler	none	target	3	1	dog	filler	none	distractor	4	3	strawberry	filler	none	distractor	2	2	butterfly	filler	none	distractor	1	4	1	1	0	baby duck		1620230479347
9279-7	1620230485853	34	clickedObj		umbrella_big_blue	overinformativeness	color_sufficient	target	2	3	umbrella_big_green	overinformativeness	color_sufficient	distractor	1	1	umbrella_big_green	overinformativeness	color_sufficient	distractor	3	2	umbrella_small_green	overinformativeness	color_sufficient	distractor	4	4	1	1	0	blue		1620230484621
9279-7	1620230490726	35	clickedObj		lighter_big_black	overinformativeness	color_sufficient	target	1	3	lighter_small_white	overinformativeness	color_sufficient	distractor	2	2	lighter_big_white	overinformativeness	color_sufficient	distractor	4	4	lighter_big_white	overinformativeness	color_sufficient	distractor	3	1	1	1	0	black		1620230489202
9279-7	1620230497271	36	clickedObj		lipstick_big_red	overinformativeness	color_sufficient	distractor	3	2	lipstick_small_red	overinformativeness	color_sufficient	distractor	1	1	lipstick_small_red	overinformativeness	color_sufficient	distractor	4	4	lipstick_small_pink	overinformativeness	color_sufficient	target	2	3	1	1	0	pink		1620230494001
9279-7	1620230497274	36	clickedObj		lipstick_small_pink	overinformativeness	color_sufficient	target	2	3	lipstick_big_red	overinformativeness	color_sufficient	distractor	3	2	lipstick_small_red	overinformativeness	color_sufficient	distractor	4	4	lipstick_small_red	overinformativeness	color_sufficient	distractor	1	1	0	0	0			
9279-7	1620230508564	38	clickedObj		earring_big_triangular	adjective_ordering	none	target	1	1	earring_big_round	adjective_ordering	none	distractor	3	3	earring_small_triangular	adjective_ordering	none	distractor	4	4	earring_small_round	adjective_ordering	none	distractor	2	2	1	1	0	triangle thats big		1620230504398
9279-7	1620230517412	39	clickedObj		woman_old_happy	adjective_ordering	none	target	1	4	woman_young_happy	adjective_ordering	none	distractor	2	1	woman_old_sad	adjective_ordering	none	distractor	4	2	woman_young_sad	adjective_ordering	none	distractor	3	3	1	1	0	old and smiley		1620230513773
9279-7	1620230522532	40	clickedObj		bowl	filler	none	target	3	3	banana	filler	none	distractor	2	4	guitar	filler	none	distractor	4	2	elephant	filler	none	distractor	1	1	1	1	0	cup		1620230521152
9279-7	1620230528890	41	clickedObj		button_small_green	overinformativeness	size_sufficient	target	4	1	button_big_green	overinformativeness	size_sufficient	distractor	2	3	button_big_green	overinformativeness	size_sufficient	distractor	1	4	button_big_blue	overinformativeness	size_sufficient	distractor	3	2	1	1	0	smallest		1620230526806
9279-7	1620230538379	42	clickedObj		spoon_wooden_dirty	adjective_ordering	none	target	3	3	spoon_metal_dirty	adjective_ordering	none	distractor	1	1	spoon_metal_clean	adjective_ordering	none	distractor	2	2	spoon_wooden_clean	adjective_ordering	none	distractor	4	4	1	1	0	rotted wood		1620230535836
9279-7	1620230544270	43	clickedObj		socks_small_green	overinformativeness	color_sufficient	target	1	4	socks_small_blue	overinformativeness	color_sufficient	distractor	2	2	socks_small_blue	overinformativeness	color_sufficient	distractor	4	1	socks_big_blue	overinformativeness	color_sufficient	distractor	3	3	1	1	0	green		1620230542311
9279-7	1620230548497	44	clickedObj		ball_big_yellow	overinformativeness	size_sufficient	target	2	3	ball_small_yellow	overinformativeness	size_sufficient	distractor	1	4	ball_small_purple	overinformativeness	size_sufficient	distractor	3	1	ball_small_yellow	overinformativeness	size_sufficient	distractor	4	2	1	1	0	biggest		1620230547283
9279-7	1620230557673	45	clickedObj		shorts_dry_green	adjective_ordering	none	target	1	2	shorts_wet_green	adjective_ordering	none	distractor	2	3	shorts_wet_red	adjective_ordering	none	distractor	4	1	shorts_dry_red	adjective_ordering	none	distractor	3	4	1	1	0	small pressed green		1620230555709
9279-7	1620230565130	46	clickedObj		baloon_small_yellow	overinformativeness	size_sufficient	target	2	1	balloon_big_yellow	overinformativeness	size_sufficient	distractor	1	2	balloon_big_pink	overinformativeness	size_sufficient	distractor	4	4	balloon_big_yellow	overinformativeness	size_sufficient	distractor	3	3	1	1	0	blank		1620230561882
9279-7	1620230571022	47	clickedObj		clock_big_purple	overinformativeness	size_sufficient	target	4	1	clock_small_yellow	overinformativeness	size_sufficient	distractor	1	4	clock_small_purple	overinformativeness	size_sufficient	distractor	3	3	clock_small_purple	overinformativeness	size_sufficient	distractor	2	2	1	1	0	biggest		1620230568629
9279-7	1620230576716	48	clickedObj		glasses_big_blue	overinformativeness	size_sufficient	target	1	3	glasses_small_blue	overinformativeness	size_sufficient	distractor	4	4	glasses_small_red	overinformativeness	size_sufficient	distractor	2	1	glasses_small_blue	overinformativeness	size_sufficient	distractor	3	2	1	1	0	biggest		1620230574832
9279-7	1620230582384	49	clickedObj		flower_small_pink	overinformativeness	size_sufficient	target	3	4	flower_big_pink	overinformativeness	size_sufficient	distractor	4	3	flower_big_pink	overinformativeness	size_sufficient	distractor	2	2	flower_big_yellow	overinformativeness	size_sufficient	distractor	1	1	1	1	0	smallest		1620230580057
9279-7	1620230589754	50	clickedObj		table_wood_high	adjective_ordering	none	target	2	3	table_metal_high	adjective_ordering	none	distractor	3	4	table_metal_low	adjective_ordering	none	distractor	1	2	table_wood_low	adjective_ordering	none	distractor	4	1	1	1	0	tallest wood		1620230588450
9279-7	1620230594825	51	clickedObj		brush_big_blue	overinformativeness	size_sufficient	target	1	4	brush_small_blue	overinformativeness	size_sufficient	distractor	3	2	brush_small_red	overinformativeness	size_sufficient	distractor	4	3	brush_small_blue	overinformativeness	size_sufficient	distractor	2	1	1	1	0	biggest		1620230592585
9279-7	1620230607875	52	clickedObj		woman2_sad_skinny	adjective_ordering	none	distractor	4	3	woman2_sad_fat	adjective_ordering	none	distractor	2	1	woman2_happy_fat	adjective_ordering	none	target	1	4	woman2_happy_skinny	adjective_ordering	none	distractor	3	2	1	1	0	second fattest		1620230604731
9279-7	1620230613209	53	clickedObj		banana	filler	none	target	3	2	bowl	filler	none	distractor	2	4	guitar	filler	none	distractor	4	3	elephant	filler	none	distractor	1	1	1	1	0	fruit		1620230611298
9279-7	1620230618212	54	clickedObj		apple_big_green	overinformativeness	size_sufficient	target	1	2	apple_small_red	overinformativeness	size_sufficient	distractor	4	3	apple_small_green	overinformativeness	size_sufficient	distractor	3	1	apple_small_green	overinformativeness	size_sufficient	distractor	2	4	1	1	0	biggest		1620230616159
9279-7	1620230622979	55	clickedObj		pot_big_blue	overinformativeness	color_sufficient	target	4	4	pot_small_green	overinformativeness	color_sufficient	distractor	3	1	pot_big_green	overinformativeness	color_sufficient	distractor	1	3	pot_big_green	overinformativeness	color_sufficient	distractor	2	2	1	1	0	blue		1620230621152
9279-7	1620230627547	56	clickedObj		dress_small_blue	overinformativeness	size_sufficient	target	2	2	dress_big_blue	overinformativeness	size_sufficient	distractor	3	3	dress_big_green	overinformativeness	size_sufficient	distractor	1	1	dress_big_blue	overinformativeness	size_sufficient	distractor	4	4	1	1	0	smallest		1620230626107
9279-7	1620230633750	57	clickedObj		fish	filler	none	target	2	2	tomato	filler	none	distractor	1	4	horse	filler	none	distractor	3	3	pig	filler	none	distractor	4	1	1	1	0	swims		1620230631810
9279-7	1620230647156	58	clickedObj		man2_mustached_glassed	adjective_ordering	none	distractor	4	3	man2_bearded_hatted	adjective_ordering	none	distractor	2	2	man2_bearded_glassed	adjective_ordering	none	target	1	1	man2_mustached_hatted	adjective_ordering	none	distractor	3	4	1	1	0	no hat, beard only		1620230642805
9279-7	1620230654672	59	clickedObj		pencil_short_blue	adjective_ordering	none	distractor	1	2	pencil_long_blue	adjective_ordering	none	distractor	2	4	pencil_short_black	adjective_ordering	none	target	4	3	pencil_long_black	adjective_ordering	none	distractor	3	1	1	1	0	smallest		1620230650269
9279-7	1620230662779	60	clickedObj		glove_small_green	overinformativeness	size_sufficient	target	4	1	glove_big_orange	overinformativeness	size_sufficient	distractor	1	3	glove_big_green	overinformativeness	size_sufficient	distractor	2	2	glove_big_green	overinformativeness	size_sufficient	distractor	3	4	2	1	1	smallest green	thanks	1620230660119___1620230660609
4372-a	1620228710664	1	clickedObj		tomato	filler	none	target	2	2	fish	filler	none	distractor	4	4	horse	filler	none	distractor	1	1	pig	filler	none	distractor	3	3	1	1	0	tomato		1620228708816
4372-a	1620228717799	2	clickedObj		elephant	filler	none	target	2	3	bowl	filler	none	distractor	3	2	guitar	filler	none	distractor	1	4	banana	filler	none	distractor	4	1	1	1	0	elephant		1620228715995
4372-a	1620228722835	3	clickedObj		butterfly	filler	none	target	1	3	strawberry	filler	none	distractor	3	4	dog	filler	none	distractor	4	1	chick	filler	none	distractor	2	2	1	1	0	butterfly		1620228721666
4372-a	1620228726792	4	clickedObj		horse	filler	none	target	2	4	pig	filler	none	distractor	4	2	tomato	filler	none	distractor	1	3	fish	filler	none	distractor	3	1	1	1	0	horse		1620228725269
4372-a	1620228732486	5	clickedObj		strawberry	filler	none	target	2	1	chick	filler	none	distractor	3	2	butterfly	filler	none	distractor	4	4	dog	filler	none	distractor	1	3	1	1	0	strawberry		1620228730738
4372-a	1620228747914	6	clickedObj		woman2_happy_fat	adjective_ordering	none	target	3	2	woman2_sad_skinny	adjective_ordering	none	distractor	4	4	woman2_happy_skinny	adjective_ordering	none	distractor	2	3	woman2_sad_fat	adjective_ordering	none	distractor	1	1	1	1	0	2d heaviest		1620228743338
4372-a	1620228754338	7	clickedObj		lighter_small_black	overinformativeness	color_sufficient	target	2	4	lighter_big_white	overinformativeness	color_sufficient	distractor	4	2	lighter_small_white	overinformativeness	color_sufficient	distractor	1	3	lighter_small_white	overinformativeness	color_sufficient	distractor	3	1	1	1	0	black lighter		1620228752594
4372-a	1620228758843	8	clickedObj		door	filler	none	target	3	4	carrot	filler	none	distractor	4	2	pitcher	filler	none	distractor	1	1	cow	filler	none	distractor	2	3	1	1	0	door		1620228757403
4372-a	1620228766058	9	clickedObj		car_big_green	overinformativeness	size_sufficient	target	4	4	car_small_green	overinformativeness	size_sufficient	distractor	3	2	car_small_blue	overinformativeness	size_sufficient	distractor	1	1	car_small_green	overinformativeness	size_sufficient	distractor	2	3	1	1	0	biggest green car		1620228764130
4372-a	1620228772935	10	clickedObj		chair_small_blue	overinformativeness	size_sufficient	target	2	1	chair_big_blue	overinformativeness	size_sufficient	distractor	3	3	chair_big_yellow	overinformativeness	size_sufficient	distractor	1	4	chair_big_blue	overinformativeness	size_sufficient	distractor	4	2	1	1	0	smallest blue chair		1620228771026
4372-a	1620228780136	11	clickedObj		hair_curly_brown	adjective_ordering	none	target	2	2	hair_curly_blonde	adjective_ordering	none	distractor	3	4	hair_straight_brown	adjective_ordering	none	distractor	4	3	hair_straight_blond	adjective_ordering	none	distractor	1	1	1	1	0	brown curly hair		1620228778049
4372-a	1620228784357	12	clickedObj		cow	filler	none	target	4	3	door	filler	none	distractor	3	4	carrot	filler	none	distractor	1	2	pitcher	filler	none	distractor	2	1	1	1	0	cow		1620228783009
4372-a	1620228789367	13	clickedObj		socks_big_green	overinformativeness	color_sufficient	target	2	2	socks_small_blue	overinformativeness	color_sufficient	distractor	4	1	socks_big_blue	overinformativeness	color_sufficient	distractor	1	3	socks_big_blue	overinformativeness	color_sufficient	distractor	3	4	1	1	0	green socks		1620228788145
4372-a	1620228797776	14	clickedObj		earring_big_triangular	adjective_ordering	none	target	3	1	earring_small_triangular	adjective_ordering	none	distractor	1	2	earring_big_round	adjective_ordering	none	distractor	2	4	earring_small_round	adjective_ordering	none	distractor	4	3	1	1	0	big triangle earring		1620228795282
4372-a	1620228806376	15	clickedObj		man2_bearded_hatted	adjective_ordering	none	target	2	4	man2_bearded_glassed	adjective_ordering	none	distractor	1	2	man2_mustached_hatted	adjective_ordering	none	distractor	3	3	man2_mustached_glassed	adjective_ordering	none	distractor	4	1	1	1	0	hat and beard		1620228803387
4372-a	1620228818784	16	clickedObj		picture_colored_square	adjective_ordering	none	target	1	2	picture_colored_rectangular	adjective_ordering	none	distractor	3	3	picture_bw_rectangular	adjective_ordering	none	distractor	2	1	picture_bw_square	adjective_ordering	none	distractor	4	4	1	1	0	square colored painting		1620228814569
4372-a	1620228825220	17	clickedObj		toothbrush_small_purple	overinformativeness	color_sufficient	target	1	4	toothbrush_small_green	overinformativeness	color_sufficient	distractor	3	3	toothbrush_small_green	overinformativeness	color_sufficient	distractor	2	2	toothbrush_big_green	overinformativeness	color_sufficient	distractor	4	1	1	1	0	purple toothbrush		1620228823620
4372-a	1620228830742	18	clickedObj		lock_big_silver	overinformativeness	color_sufficient	target	1	3	lock_big_gold	overinformativeness	color_sufficient	distractor	2	1	lock_small_gold	overinformativeness	color_sufficient	distractor	4	2	lock_big_gold	overinformativeness	color_sufficient	distractor	3	4	1	1	0	silver lock		1620228829415
4372-a	1620228840879	19	clickedObj		table_metal_high	adjective_ordering	none	target	2	2	table_wood_low	adjective_ordering	none	distractor	1	4	table_wood_high	adjective_ordering	none	distractor	4	1	table_metal_low	adjective_ordering	none	distractor	3	3	1	1	0	silver high table		1620228838130
4372-a	1620228848540	20	clickedObj		knife_small_red	overinformativeness	size_sufficient	target	3	4	knife_big_red	overinformativeness	size_sufficient	distractor	2	3	knife_big_red	overinformativeness	size_sufficient	distractor	4	1	knife_big_blue	overinformativeness	size_sufficient	distractor	1	2	1	1	0	smallest knife		1620228846505
4372-a	1620228854960	21	clickedObj		cat_big_white	overinformativeness	size_sufficient	target	3	1	cat_small_white	overinformativeness	size_sufficient	distractor	4	3	cat_small_black	overinformativeness	size_sufficient	distractor	2	2	cat_small_white	overinformativeness	size_sufficient	distractor	1	4	1	1	0	biggest white cat		1620228853195
4372-a	1620228866237	22	clickedObj		man_old_bearded	adjective_ordering	none	target	4	3	man_young_bearded	adjective_ordering	none	distractor	2	4	man_young_cleanshaven	adjective_ordering	none	distractor	1	2	man_old_cleanshaven	adjective_ordering	none	distractor	3	1	1	1	0	old man with brown beard		1620228862770
4372-a	1620228873013	23	clickedObj		key_big_silver	overinformativeness	size_sufficient	target	2	4	key_small_silver	overinformativeness	size_sufficient	distractor	3	1	key_small_gold	overinformativeness	size_sufficient	distractor	4	2	key_small_silver	overinformativeness	size_sufficient	distractor	1	3	1	1	0	biggest key		1620228870998
4372-a	1620228883373	24	clickedObj		bottle_glass_big	adjective_ordering	none	target	1	2	bottle_glass_small	adjective_ordering	none	distractor	3	4	bottle_plastic_big	adjective_ordering	none	distractor	2	1	bottle_plastic_small	adjective_ordering	none	distractor	4	3	1	1	0	big glass bottle		1620228879217
4372-a	1620228888379	25	clickedObj		pants_small_green	overinformativeness	color_sufficient	target	2	3	pants_small_pink	overinformativeness	color_sufficient	distractor	4	2	pants_big_pink	overinformativeness	color_sufficient	distractor	3	1	pants_small_pink	overinformativeness	color_sufficient	distractor	1	4	1	1	0	green pants		1620228886899
4372-a	1620228897257	26	clickedObj		shorts_wet_red	adjective_ordering	none	target	1	2	shorts_dry_green	adjective_ordering	none	distractor	2	3	shorts_dry_red	adjective_ordering	none	distractor	4	4	shorts_wet_green	adjective_ordering	none	distractor	3	1	1	1	0	red wrinkly shorts		1620228894356
4372-a	1620228902066	27	clickedObj		pig	filler	none	target	4	1	horse	filler	none	distractor	2	4	fish	filler	none	distractor	1	3	tomato	filler	none	distractor	3	2	1	1	0	pig		1620228900257
4372-a	1620228909203	28	clickedObj		clock_big_purple	overinformativeness	size_sufficient	target	1	1	clock_small_purple	overinformativeness	size_sufficient	distractor	4	3	clock_small_purple	overinformativeness	size_sufficient	distractor	2	4	clock_small_yellow	overinformativeness	size_sufficient	distractor	3	2	1	1	0	biggest clock		1620228907416
4372-a	1620228913936	29	clickedObj		carrot	filler	none	target	3	4	cow	filler	none	distractor	2	3	door	filler	none	distractor	1	1	pitcher	filler	none	distractor	4	2	1	1	0	carrot		1620228912449
4372-a	1620228921177	30	clickedObj		pot_big_green	overinformativeness	color_sufficient	target	1	1	pot_big_blue	overinformativeness	color_sufficient	distractor	2	3	pot_big_blue	overinformativeness	color_sufficient	distractor	3	4	pot_small_blue	overinformativeness	color_sufficient	distractor	4	2	1	1	0	green pan		1620228919752
4372-a	1620228925938	31	clickedObj		tshirt_small_orange	overinformativeness	color_sufficient	target	1	2	tshirt_small_yellow	overinformativeness	color_sufficient	distractor	4	1	tshirt_small_yellow	overinformativeness	color_sufficient	distractor	2	4	tshirt_big_yellow	overinformativeness	color_sufficient	distractor	3	3	1	1	0	orange shirt		1620228924584
4372-a	1620228932478	32	clickedObj		lipstick_big_red	overinformativeness	color_sufficient	target	2	3	lipstick_big_pink	overinformativeness	color_sufficient	distractor	3	1	lipstick_big_pink	overinformativeness	color_sufficient	distractor	4	4	lipstick_small_pink	overinformativeness	color_sufficient	distractor	1	2	1	1	0	red lipstick		1620228930492
4372-a	1620228941361	33	clickedObj		nails_black_glossy	adjective_ordering	none	target	4	1	nails_black_matte	adjective_ordering	none	distractor	3	2	nails_red_glossy	adjective_ordering	none	distractor	1	4	nails_red_matte	adjective_ordering	none	distractor	2	3	1	1	0	black shiny nails		1620228938749
